Time,Views,Count,Growth_1min,Growth_5min,Growth_15min,Acceleration,Minutes
1900-01-01 18:18:00,2845276,0,0.0,4591.4,3539.2,0.0,382
1900-01-01 18:19:00,2845276,0,0.0,4591.4,3539.2,0.0,383
1900-01-01 18:20:00,2845276,0,0.0,4591.4,3539.2,0.0,384
1900-01-01 18:21:00,2869838,24562,24562.0,4912.4,4761.533333333334,24562.0,385
1900-01-01 18:22:00,2869838,0,0.0,4912.4,4757.933333333333,-24562.0,386
1900-01-01 18:23:00,2869838,0,0.0,4912.4,4757.933333333333,0.0,387
1900-01-01 18:24:00,2869838,0,0.0,4912.4,4757.933333333333,0.0,388
1900-01-01 18:25:00,2869838,0,0.0,4912.4,4757.933333333333,0.0,389
1900-01-01 18:26:00,2880978,11140,11140.0,2228.0,3910.6,11140.0,390
1900-01-01 18:27:00,2880978,0,0.0,2228.0,3910.6,-11140.0,391
1900-01-01 18:28:00,2880978,0,0.0,2228.0,3910.6,0.0,392
1900-01-01 18:29:00,2880978,0,0.0,2228.0,3910.6,0.0,393
1900-01-01 18:30:00,2880978,0,0.0,2228.0,3910.6,0.0,394
1900-01-01 18:31:00,2896442,15464,15464.0,3092.8,3411.0666666666666,15464.0,395
1900-01-01 18:32:00,2896492,50,50.0,3102.8,3414.4,-15414.0,396
1900-01-01 18:33:00,2896492,0,0.0,3102.8,3414.4,-50.0,397
1900-01-01 18:34:00,2896492,0,0.0,3102.8,3414.4,0.0,398
1900-01-01 18:35:00,2896492,0,0.0,3102.8,3414.4,0.0,399
1900-01-01 18:36:00,2905807,9315,9315.0,1873.0,2397.9333333333334,9315.0,400
1900-01-01 18:37:00,2905807,0,0.0,1863.0,2397.9333333333334,-9315.0,401
1900-01-01 18:38:00,2905807,0,0.0,1863.0,2397.9333333333334,0.0,402
1900-01-01 18:39:00,2905807,0,0.0,1863.0,2397.9333333333334,0.0,403
1900-01-01 18:40:00,2905807,0,0.0,1863.0,2397.9333333333334,0.0,404
1900-01-01 18:41:00,2917660,11853,11853.0,2370.6,2445.4666666666667,11853.0,405
1900-01-01 18:42:00,2918416,756,756.0,2521.8,2495.866666666667,-11097.0,406
1900-01-01 18:43:00,2918416,0,0.0,2521.8,2495.866666666667,-756.0,407
1900-01-01 18:44:00,2918416,0,0.0,2521.8,2495.866666666667,0.0,408
1900-01-01 18:45:00,2918416,0,0.0,2521.8,2495.866666666667,0.0,409
1900-01-01 18:46:00,2933452,15036,15036.0,3158.4,2467.3333333333335,15036.0,410
1900-01-01 18:47:00,2933452,0,0.0,3007.2,2464.0,-15036.0,411
1900-01-01 18:48:00,2933452,0,0.0,3007.2,2464.0,0.0,412
1900-01-01 18:49:00,2933452,0,0.0,3007.2,2464.0,0.0,413
